,Item ID,Product Name
2452,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2453,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2454,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2455,7249008,"10% SHEEP WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2456,7242808,"10% GOOSE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2457,7720084,"DONOR BOVINE WHOLE BLOOD (ACD, GENDER UNSPECIFIED)"
2458,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2459,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2460,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2461,7720051,"100% SHEEP WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2462,7249007,"5% SHEEP WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2463,7230801,"DEFIB BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2464,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2465,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2466,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2467,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2468,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2469,7209003,"DONOR SHEEP WHOLE BLOOD (ALSEVERS, GENDER UNSPECIFIED)"
2470,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2471,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2472,7230801,"DONOR BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2473,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2474,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2475,7230801,"DONOR BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2476,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2477,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2478,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2479,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2480,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2481,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2482,7249008,"10% SHEEP WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2483,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2484,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2485,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2486,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2487,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2488,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2489,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2490,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2491,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2492,7241409,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2493,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2494,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2495,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2496,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2497,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2498,7248508,"10% RHESUS WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2499,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2500,7244908,"10% PORCINE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2501,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2502,7244907,"5% PORCINE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2503,7241409,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2504,7243109,"5% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2505,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2506,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2507,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2508,7249008,"10% SHEEP WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2509,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2510,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2511,7243109,"5% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2512,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2513,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2514,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2515,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2516,7243109,"5% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2517,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2518,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2519,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2520,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2521,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2522,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2523,7240808,"10% BOVINE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2524,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2525,7230801,"DEFIB BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2526,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2527,7230801,"DONOR BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2528,7230801,"DONOR BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2529,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2530,7230801,"DONOR BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2531,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2532,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2533,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2534,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2535,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2536,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2537,7209003,"DONOR SHEEP WHOLE BLOOD (ALSEVERS, GENDER UNSPECIFIED)"
2538,7209003,"DONOR SHEEP WHOLE BLOOD (ALSEVERS, GENDER UNSPECIFIED)"
2539,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2540,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2541,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2542,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2543,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2544,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2545,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2546,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2547,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2548,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2549,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2550,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2551,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2552,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2553,7241409,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2554,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2555,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2556,7240807,"100% BOVINE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2557,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2558,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2559,7248508,"10% RHESUS WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2560,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2561,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2562,7241409,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2563,7243109,"5% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2564,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2565,7241409,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2566,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2567,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2568,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2569,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2570,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2571,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2572,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2573,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2574,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2575,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2576,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2577,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2578,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2579,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2580,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2581,7209003,"DONOR SHEEP WHOLE BLOOD (ALSEVERS, GENDER UNSPECIFIED)"
2582,7230801,"DONOR BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2583,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2584,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2585,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2586,7249008,"10% SHEEP WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2587,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2588,7720079,"DONOR GOOSE WHOLE BLOOD (ALSEVERS, GENDER UNSPECIFIED)"
2589,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2590,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2591,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2592,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2593,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2594,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2595,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2596,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2597,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2598,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2599,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2600,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2601,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2602,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2603,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2604,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2605,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2606,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2607,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2608,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2609,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2610,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2611,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2612,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2613,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2614,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2615,7248508,"10% RHESUS WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2616,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2617,7721060,"DONOR CHICKEN WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2618,7241407,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2619,7244907,"5% PORCINE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2620,7241409,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2621,7243109,"5% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2622,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2623,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2624,7244908,"10% PORCINE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2625,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2626,7242807,"100% GOOSE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2627,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2628,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2629,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2630,7243109,"5% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2631,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2632,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2633,7243109,"5% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2634,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2635,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2636,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2637,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2638,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2639,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2640,7249007,"5% SHEEP WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2641,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2642,7240808,"10% BOVINE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2643,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2644,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2645,7230801,"DEFIB BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2646,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2647,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2648,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2649,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2650,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2651,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2652,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2653,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2654,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2655,7230801,"DONOR BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2656,7230801,"DEFIB BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2657,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2658,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2659,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2660,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2661,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2662,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2663,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2664,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2665,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2666,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2667,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2668,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2669,7720113,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2670,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2671,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2672,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2673,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2674,7210830,"HEMATOCRIT ADJUSTED BOVINE WHOLE BLOOD (NA-EDTA, GENDER UNSPECIFIED)"
2675,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2676,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2677,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2678,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2679,7248508,"10% RHESUS WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2680,7241409,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2681,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2682,7243109,"5% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2683,7241409,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2684,7244907,"5% PORCINE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2685,7241409,"5% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2686,7243109,"5% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2687,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2688,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2689,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2690,7244908,"10% PORCINE WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2691,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2692,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2693,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2694,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2695,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2696,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2697,7249408,"10% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2698,7243108,"10% GUINEA PIG WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2699,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2700,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2701,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2702,7249409,"5% TURKEY WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2703,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2704,7720051,"100% SHEEP WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2705,7249007,"5% SHEEP WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2706,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2707,7230801,"DEFIB BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2708,7241408,"10% CHICKEN WASHED CELLS (ALSEVERS, GENDER UNSPECIFIED)"
2709,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2710,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2711,7230801,"DONOR BOVINE WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2712,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2713,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2714,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2715,7200806,"DONOR BOVINE WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2716,7209006,"DONOR SHEEP WHOLE BLOOD (NA-CITRATE, GENDER UNSPECIFIED)"
2717,7239001,"DEFIB SHEEP WHOLE BLOOD (NO ANTICOAGULANT, GENDER UNSPECIFIED)"
2718,7209003,"DONOR SHEEP WHOLE BLOOD (ALSEVERS, GENDER UNSPECIFIED)"
